code,country,gdp_per_capita,year,meningitis,alzheimer's_diesease,parkinson's_disease,nutritional_deficiency,malaria,drowning,interpersonal_violence,maternal_disorders,hiv/aids,drug_use_disorders,tuberculosis,cardiovascular_diseases,lower_respiratory_infections,neonatal_disorders,alcohol_use_disorders,self_harm,exposure_to_forces_of_nature,diarrheal_diseases,environmental_heat_and_cold_exposure,neoplasms,conflict_and_terrorism,diabetes_mellitus,chronic_kidney_disease,poisonings,protein_energy_malnutrition,terrorism,road_injuries,chronic_respiratory_diseases,chronic_liver_diseases,digestive_diseases,fire_heat_hot_substance,acute_hepatitis,Total_deaths,Female,Male,Female_pct,Male_pct,Age_0to15,Age_16to40,Age_41to65,Age_65to87
SWE,Sweden,37607,1990,63,3733,617,60,0,138,144,6,68,97,197,46704,4271,281,401,1893,1,46,49,21672,1,1466,649,71,42,1,937,2481,842,2894,122,4,89951,241,187,56.30841121,43.69158879,15,29,42,83
SWE,Sweden,37429,1991,61,3889,692,64,0,142,159,7,83,102,197,46645,4264,278,392,1894,1,46,52,21935,2,1507,691,72,47,1,906,2570,861,2955,125,4,90644,739,533,58.09748428,41.90251572,0,38,62,85
SWE,Sweden,12283,1992,53,4028,761,66,0,137,156,3,90,109,193,46245,4252,249,386,1831,0,50,54,22088,2,1530,718,68,49,2,863,2643,870,2993,122,4,90615,207,692,23.02558398,76.97441602,3,17,49,86
SWE,Sweden,28445,1993,51,4155,826,69,0,138,146,6,97,118,188,46140,4281,223,390,1807,1,56,58,22274,0,1566,756,64,51,,823,2744,870,2998,123,4,91023,951,111,89.5480226,10.4519774,2,19,59,87
SWE,Sweden,2455,1994,47,4255,858,69,0,134,142,3,120,125,177,44531,4060,195,394,1737,0,58,60,22070,0,1534,766,59,52,0,791,2753,849,2940,120,4,88903,317,517,38.00959233,61.99040767,15,35,54,77
SWE,Sweden,43304,1995,45,4382,913,70,0,132,133,5,138,135,177,44523,4015,163,396,1708,0,64,63,22399,1,1575,802,56,54,0,732,2864,856,2959,119,4,89483,357,109,76.60944206,23.39055794,11,40,58,65
SWE,Sweden,2501,1996,44,4463,959,73,0,127,142,5,116,151,170,44413,3986,148,415,1640,2,73,65,22640,0,1600,835,50,56,0,696,2962,843,2960,119,3,89756,836,397,67.80210868,32.19789132,15,35,65,80
SWE,Sweden,28377,1997,42,4479,988,79,0,131,134,4,54,167,170,44019,3816,136,456,1568,3,84,65,22840,1,1614,882,42,62,1,670,3047,828,2937,117,3,89439,972,113,89.58525346,10.41474654,9,40,61,82
SWE,Sweden,29906,1998,42,4467,1015,82,0,129,137,6,37,183,167,43819,3656,131,485,1521,1,100,68,23046,0,1658,908,37,64,,655,3155,842,2971,173,3,89558,183,823,18.19085487,81.80914513,14,20,61,79
SWE,Sweden,29980,1999,42,4466,1038,89,0,129,140,2,33,204,166,43601,3599,129,499,1484,5,121,70,23220,3,1737,945,34,70,0,645,3259,857,3007,110,4,89708,268,359,42.74322169,57.25677831,11,21,62,78
SWE,Sweden,4435,2000,43,4524,1047,92,0,129,126,5,33,222,155,42965,3457,131,506,1438,1,146,73,23245,0,1787,981,31,72,0,630,3322,870,3028,110,3,89172,750,125,85.71428571,14.28571429,12,38,63,84
SWE,Sweden,5449,2001,41,4621,1056,96,0,129,122,5,42,225,155,42528,3278,143,500,1432,4,184,79,23314,0,1850,1018,31,76,,617,3409,897,3070,110,3,89035,967,862,52.870421,47.129579,13,34,54,75
SWE,Sweden,35123,2002,39,4722,1076,99,0,127,133,4,35,220,155,42250,3210,144,508,1410,1,222,85,23317,0,1896,1065,29,78,,593,3520,928,3143,110,3,89122,258,907,22.14592275,77.85407725,5,18,63,70
SWE,Sweden,36149,2003,39,4793,1077,96,0,123,119,3,33,218,142,41147,3056,143,512,1394,7,259,92,23345,0,1916,1094,29,76,,578,3557,949,3144,105,3,88049,956,754,55.90643275,44.09356725,12,25,63,74
SWE,Sweden,48218,2004,39,4868,1079,95,0,121,125,2,28,224,134,40318,2920,138,501,1412,2,279,106,23457,0,1955,1133,29,76,,565,3589,970,3134,102,3,87404,787,414,65.52872606,34.47127394,11,24,43,76
SWE,Sweden,28355,2005,37,4968,1089,97,0,115,124,5,31,228,132,39538,2849,126,486,1394,6,330,89,23460,2,1963,1168,28,78,0,534,3631,976,3122,99,3,86708,595,811,42.31863442,57.68136558,4,27,61,67
SWE,Sweden,5979,2006,35,5071,1107,103,0,113,118,4,26,236,130,39392,2772,132,470,1392,4,383,82,23628,0,1995,1221,29,82,0,516,3684,993,3160,97,3,86978,125,360,25.77319588,74.22680412,7,19,48,76
SWE,Sweden,23568,2007,33,5149,1122,103,0,110,137,2,34,253,125,38997,2736,125,454,1399,3,451,78,23675,1,2009,1286,29,82,,501,3731,998,3169,99,3,86894,780,191,80.32955716,19.67044284,2,39,59,71
SWE,Sweden,42061,2008,33,5214,1130,104,0,106,118,5,22,273,118,38204,2687,125,436,1416,0,508,74,23693,0,2005,1338,30,82,0,478,3769,1004,3156,99,3,86230,730,744,49.52510176,50.47489824,7,36,42,70
SWE,Sweden,27600,2009,30,5263,1141,104,0,101,122,5,31,283,109,37656,2618,135,421,1425,0,593,72,23848,0,1995,1408,31,83,0,453,3832,1012,3130,100,3,86004,350,117,74.94646681,25.05353319,9,30,58,77
SWE,Sweden,36282,2010,29,5359,1153,107,0,94,122,3,23,295,99,37244,2553,135,405,1408,1,661,70,24014,2,1986,1497,31,86,1,426,3913,1014,3105,97,3,85936,285,676,29.6566077,70.3433923,14,36,61,70
SWE,Sweden,49001,2011,28,5450,1168,109,0,95,118,2,32,309,96,37068,2628,125,385,1412,0,714,66,24245,0,1976,1596,31,88,0,414,4014,1024,3116,94,3,86406,317,671,32.08502024,67.91497976,12,22,56,74
SWE,Sweden,32239,2012,29,5497,1178,112,0,97,114,4,24,327,92,36639,2667,139,366,1420,4,742,63,24413,1,1950,1693,33,92,0,402,4105,1037,3127,93,3,86463,869,135,86.55378486,13.44621514,10,38,43,81
SWE,Sweden,37004,2013,29,5533,1176,115,0,98,122,5,20,354,87,35939,2665,142,356,1436,11,761,61,24567,0,1923,1773,34,96,,392,4148,1045,3122,91,3,86104,829,711,53.83116883,46.16883117,1,29,42,69
SWE,Sweden,35174,2014,28,5555,1173,121,0,99,121,4,17,386,81,35228,2630,130,350,1426,0,759,59,24780,0,1902,1832,34,101,0,385,4186,1052,3118,89,3,85649,691,873,44.18158568,55.81841432,2,17,43,81
SWE,Sweden,6076,2015,30,5639,1185,125,0,99,131,3,25,414,78,35144,2728,139,348,1418,0,778,58,25078,4,1938,1928,34,106,4,377,4297,1061,3146,90,3,86408,722,336,68.24196597,31.75803403,14,22,48,70
SWE,Sweden,26909,2016,31,5707,1204,131,0,98,125,3,24,436,77,35404,2772,143,348,1395,1,804,59,25416,2,1986,2000,34,111,0,370,4400,1072,3175,89,3,87420,534,931,36.45051195,63.54948805,13,30,46,78
SWE,Sweden,23479,2017,32,5735,1221,132,0,95,132,4,22,457,76,35524,2838,136,356,1388,1,805,60,25884,5,2037,2052,34,111,5,362,4483,1072,3192,90,3,88344,694,418,62.41007194,37.58992806,3,23,57,73
SWE,Sweden,34654,2018,31,5718,1241,130,0,94,122,3,21,470,78,36034,2843,129,359,1376,0,768,59,26211,0,2057,2015,33,109,,369,4482,1073,3222,89,3,89139,774,814,48.74055416,51.25944584,1,19,55,81
SWE,Sweden,12015,2019,31,5637,1258,127,0,93,120,3,20,485,79,36087,2846,125,364,1369,0,742,59,26480,0,2069,1999,33,107,,368,4478,1069,3226,89,3,89366,505,119,80.92948718,19.07051282,8,30,55,66
CHE,Switzerland,31141,1990,147,2290,552,118,0,90,115,5,3,316,108,25914,2578,218,246,1824,5,75,6,15439,1,1570,610,10,14,1,1017,2537,884,1846,50,12,58601,692,360,65.77946768,34.22053232,2,27,61,86
CHE,Switzerland,40654,1991,142,2392,557,115,0,93,117,4,3,348,102,25916,2558,212,250,1876,0,76,6,15434,0,1594,629,11,15,0,989,2568,899,1878,52,13,58849,425,352,54.6975547,45.3024453,5,30,47,80
CHE,Switzerland,24608,1992,134,2495,556,108,0,94,124,5,3,369,94,25638,2536,206,257,1865,0,78,6,15276,6,1599,631,11,16,6,935,2567,901,1903,53,13,58485,747,807,48.06949807,51.93050193,6,27,62,86
CHE,Switzerland,47563,1993,125,2609,561,101,0,90,136,6,4,383,87,25520,2510,189,264,1841,2,74,6,15149,0,1618,649,11,17,,874,2577,906,1950,53,12,58324,781,900,46.46044021,53.53955979,7,21,49,77
CHE,Switzerland,4422,1994,114,2744,570,93,0,91,118,6,4,394,83,25639,2420,180,269,1836,0,72,7,15006,0,1656,675,11,19,,832,2606,937,2044,53,11,58490,397,901,30.58551618,69.41448382,12,39,51,72
CHE,Switzerland,47167,1995,95,2881,600,73,0,82,93,7,511,356,87,26490,2289,179,279,1722,9,66,8,15817,1,1757,714,11,22,1,761,2679,989,2236,52,9,60876,500,578,46.38218924,53.61781076,7,38,57,85
CHE,Switzerland,6031,1996,81,2970,607,62,0,76,92,4,416,326,86,26193,2199,180,274,1645,14,60,9,15904,1,1784,730,11,24,1,691,2659,991,2308,53,8,60459,914,966,48.61702128,51.38297872,0,19,54,72
CHE,Switzerland,43629,1997,68,3053,615,55,0,76,104,4,277,302,82,25986,2217,180,273,1602,22,57,11,16075,0,1752,751,11,26,0,652,2659,1015,2391,53,8,60377,477,754,38.74898457,61.25101543,14,35,48,80
CHE,Switzerland,44334,1998,58,3128,624,50,0,74,84,5,207,286,79,25635,2206,176,272,1578,5,55,12,16234,0,1739,780,11,28,0,629,2657,1026,2447,52,7,60144,769,537,58.8820827,41.1179173,14,39,42,79
CHE,Switzerland,33098,1999,54,3207,635,49,0,73,89,6,165,274,73,25352,2180,178,278,1542,27,58,14,16283,0,1721,811,11,29,0,604,2644,1035,2514,50,7,59963,442,759,36.80266445,63.19733555,14,22,57,70
CHE,Switzerland,13889,2000,52,3293,649,48,0,71,81,5,149,274,70,25115,2136,180,280,1563,29,62,14,16319,0,1710,897,11,32,0,593,2606,1054,2595,50,5,59943,334,238,58.39160839,41.60839161,15,32,59,79
CHE,Switzerland,24566,2001,46,3346,656,47,0,70,90,3,134,266,64,24508,1975,178,280,1538,20,67,13,16404,14,1671,934,11,32,14,557,2533,1049,2594,49,5,59168,963,116,89.24930491,10.75069509,0,32,62,80
CHE,Switzerland,13006,2002,41,3414,677,48,0,67,89,4,113,251,60,24445,1962,169,276,1544,19,74,13,16560,0,1666,995,11,34,,539,2544,1057,2627,47,4,59350,622,779,44.39685939,55.60314061,11,34,53,79
CHE,Switzerland,35245,2003,36,3488,696,48,0,64,78,5,104,233,54,24359,1925,163,275,1512,9,86,14,16753,1,1672,1066,10,34,0,524,2572,1054,2672,46,4,59557,953,480,66.5038381,33.4961619,14,26,58,67
CHE,Switzerland,1436,2004,35,3542,699,47,0,59,85,5,89,220,50,23654,1846,167,268,1486,10,92,15,16756,0,1584,1121,10,34,,498,2533,1033,2638,45,4,58625,949,517,64.73396999,35.26603001,9,28,54,74
CHE,Switzerland,35375,2005,32,3621,715,46,0,55,76,4,72,220,49,23429,1816,164,261,1464,25,99,17,16844,0,1522,1196,10,34,,466,2554,1026,2661,44,4,58526,754,328,69.6857671,30.3142329,0,16,41,65
CHE,Switzerland,26975,2006,30,3705,731,47,0,55,62,6,80,219,49,23157,1731,168,256,1434,12,112,14,16983,0,1480,1281,10,35,,444,2546,1027,2689,42,4,58409,273,170,61.62528217,38.37471783,7,35,53,79
CHE,Switzerland,3431,2007,29,3787,749,50,0,54,63,2,64,215,46,22944,1684,165,258,1401,9,124,12,17213,0,1448,1386,10,37,0,429,2569,1031,2712,41,4,58536,513,153,77.02702703,22.97297297,10,25,55,85
CHE,Switzerland,26537,2008,29,3874,768,52,0,52,58,5,53,214,45,22723,1638,166,258,1356,11,145,11,17411,0,1416,1487,11,39,,415,2603,1026,2726,40,4,58636,246,125,66.30727763,33.69272237,10,29,54,69
CHE,Switzerland,49658,2009,28,3972,792,58,0,52,65,4,49,206,43,22633,1632,176,260,1311,12,165,11,17728,0,1370,1599,10,43,,405,2672,1042,2767,40,4,59149,974,442,68.78531073,31.21468927,8,30,42,70
CHE,Switzerland,43431,2010,27,4087,811,63,0,52,55,4,48,196,42,22337,1584,168,262,1261,16,188,11,17960,0,1315,1703,10,49,,384,2696,1044,2775,40,4,59192,951,134,87.64976959,12.35023041,1,38,51,70
CHE,Switzerland,38045,2011,26,4216,827,69,0,52,56,4,43,190,40,22044,1589,164,264,1233,13,210,10,18152,0,1277,1787,10,53,0,370,2718,1039,2777,40,4,59277,943,537,63.71621622,36.28378378,7,19,44,76
CHE,Switzerland,20891,2012,25,4352,853,77,0,52,55,6,50,186,39,22333,1632,161,261,1218,11,227,14,18515,0,1270,1922,10,61,,360,2782,1054,2826,40,4,60396,854,828,50.77288942,49.22711058,13,18,51,65
CHE,Switzerland,14790,2013,24,4472,872,85,0,53,56,3,38,186,37,22417,1669,168,261,1209,16,240,10,18808,0,1263,2021,10,67,0,349,2841,1055,2841,39,4,61114,181,536,25.24407252,74.75592748,14,16,59,72
CHE,Switzerland,7732,2014,26,4576,885,90,0,52,50,5,40,186,35,22370,1695,170,262,1182,13,253,10,19069,0,1246,2099,10,72,,337,2863,1043,2834,38,4,61515,762,131,85.33034714,14.66965286,12,39,59,72
CHE,Switzerland,12122,2015,27,4710,907,99,0,53,55,5,32,185,36,22743,1815,175,263,1167,19,269,11,19331,0,1265,2204,11,79,,326,2930,1038,2849,38,4,62646,612,294,67.54966887,32.45033113,15,20,65,76
CHE,Switzerland,19158,2016,27,4810,915,98,0,51,49,4,38,188,37,22656,1799,162,260,1163,10,268,11,19520,0,1268,2222,10,78,0,320,2934,1033,2851,38,4,62824,959,843,53.21864595,46.78135405,5,23,57,82
CHE,Switzerland,18411,2017,27,4909,927,95,0,51,52,4,38,196,37,22937,1840,157,268,1174,8,257,11,19693,0,1307,2180,10,76,,325,2967,1044,2877,38,4,63509,393,712,35.56561086,64.43438914,8,36,55,73
CHE,Switzerland,36964,2018,27,5024,946,95,0,51,53,4,37,204,38,23456,1893,152,272,1179,0,254,11,19931,0,1350,2196,10,76,,332,3017,1052,2921,39,4,64624,498,520,48.9194499,51.0805501,3,20,53,82
CHE,Switzerland,32855,2019,27,5138,967,95,0,52,54,4,37,212,39,23969,1946,148,277,1171,4,252,11,20248,0,1394,2218,10,76,,338,3074,1065,2972,39,4,65841,400,497,44.59308807,55.40691193,15,32,54,68
SYR,Syria,48054,2007,329,1059,284,121,0,205,411,125,24,142,96,33964,2308,2707,61,381,0,201,25,6570,499,1278,2001,101,92,,2177,2655,1538,2019,205,14,61592,308,168,64.70588235,35.29411765,5,36,42,71
SYR,Syria,27533,2008,348,1110,308,129,0,215,430,116,24,150,99,35611,2685,2988,66,400,0,206,26,6991,193,1328,2066,105,100,18,2253,2843,1626,2118,212,13,64777,420,667,38.63845446,61.36154554,1,38,59,75
SYR,Syria,46302,2009,337,1163,325,121,0,213,439,104,24,153,94,35856,2848,2816,66,406,0,197,25,7250,32,1336,2068,101,93,,2240,2920,1689,2178,207,13,65314,679,430,61.22633003,38.77366997,5,18,47,72
SYR,Syria,27388,2010,346,1231,351,113,0,221,453,91,23,121,93,36958,3015,2751,62,415,0,190,24,7625,10,1400,2103,97,86,,2294,2882,1853,2352,204,13,67377,157,123,56.07142857,43.92857143,1,37,47,82
SYR,Syria,16958,1990,834,910,173,463,1,303,193,447,8,57,247,28521,3592,10688,32,292,0,1294,44,4634,54,1068,1946,131,422,,2045,2224,1354,1911,265,106,64259,364,754,32.55813953,67.44186047,7,36,47,70
SYR,Syria,46659,1991,821,880,179,421,0,309,189,440,9,60,243,29520,3488,10342,33,299,0,1242,45,4818,0,1120,2013,132,381,,2096,2284,1376,1931,269,101,65041,304,206,59.60784314,40.39215686,15,37,50,84
SYR,Syria,39715,1992,802,855,190,386,0,313,186,449,10,65,242,31178,3352,9858,35,313,0,1165,45,5097,0,1202,2112,132,345,,2182,2384,1413,1971,274,96,66652,873,956,47.73100055,52.26899945,5,27,64,68
SYR,Syria,38710,1993,770,827,189,350,15,311,187,402,11,65,227,30598,3170,9330,34,303,0,1096,45,5109,0,1188,2084,128,312,,2122,2335,1382,1924,270,89,64873,927,904,50.62807209,49.37192791,15,19,61,87
SYR,Syria,37602,1994,752,809,196,321,0,315,195,350,13,67,218,31183,3024,8727,35,302,0,1036,44,5270,0,1231,2135,128,284,,2129,2367,1396,1936,272,85,64820,469,749,38.50574713,61.49425287,1,40,55,79
SYR,Syria,20876,1995,731,797,203,301,9,315,214,313,14,69,205,31905,2864,8057,35,300,0,988,44,5452,0,1286,2198,128,264,,2143,2401,1414,1949,270,83,64952,113,662,14.58064516,85.41935484,7,19,53,86
SYR,Syria,41210,1996,698,789,208,270,5,308,237,291,15,73,188,32186,2650,7295,36,300,0,792,42,5603,15,1322,2234,120,234,15,2151,2410,1423,1950,278,80,64218,722,254,73.97540984,26.02459016,0,24,62,84
SYR,Syria,6290,1997,669,791,214,246,1,302,265,274,16,75,175,32712,2465,6565,37,299,0,661,40,5775,102,1365,2270,114,211,2,2157,2442,1439,1961,282,77,64004,438,359,54.95608532,45.04391468,0,40,51,80
SYR,Syria,14621,1998,642,800,227,226,0,303,307,263,17,79,164,34009,2312,5850,38,305,0,558,39,6025,20,1450,2357,110,191,0,2191,2521,1477,2002,290,74,64847,259,510,33.68010403,66.31989597,1,30,47,73
SYR,Syria,39784,1999,590,806,229,211,0,291,350,249,18,80,149,33841,2106,5090,38,303,0,481,38,6091,7,1459,2353,103,176,,2138,2508,1475,1991,289,72,63532,459,278,62.27951153,37.72048847,7,26,61,77
SYR,Syria,45349,2000,542,816,229,178,0,268,358,246,20,82,137,33331,1942,4308,39,304,0,405,35,6104,10,1434,2326,97,146,,2104,2450,1468,1977,269,58,61683,312,727,30.02887392,69.97112608,9,20,44,77
SYR,Syria,9348,2001,453,834,229,164,1,254,358,210,21,84,125,32300,1854,3793,39,300,27,347,31,6010,20,1345,2205,93,133,,2072,2408,1457,1965,233,42,59407,733,937,43.89221557,56.10778443,13,30,64,84
SYR,Syria,2103,2002,426,864,239,157,0,242,352,199,22,90,118,32696,1846,3381,41,309,80,298,30,6075,100,1344,2163,90,125,,2087,2449,1481,1993,238,32,59567,881,882,49.97163925,50.02836075,13,35,43,76
SYR,Syria,1967,2003,352,887,235,130,0,209,345,179,24,92,106,31497,1678,2673,43,307,0,251,27,5937,80,1269,2026,82,101,,1941,2366,1440,1932,214,22,56445,444,481,48,52,4,29,46,72
SYR,Syria,5674,2004,341,922,241,123,0,201,350,165,24,100,103,31953,1745,2544,47,324,5,231,26,6029,9,1264,2003,85,95,4,1970,2405,1451,1940,209,20,56929,385,938,29.1005291,70.8994709,2,31,61,76
SYR,Syria,2823,2005,336,965,252,122,0,204,370,151,24,113,98,32287,1891,2615,51,343,0,217,25,6171,35,1251,1987,91,94,,2060,2466,1462,1944,205,17,57847,495,372,57.09342561,42.90657439,0,25,57,79
SYR,Syria,29749,2006,336,1011,266,122,0,210,393,139,24,130,96,32950,2105,2741,56,364,6,206,25,6364,1003,1262,1994,98,93,5,2156,2548,1499,1982,207,16,60407,154,706,17.90697674,82.09302326,5,35,61,65
SYR,Syria,46890,2011,353,1287,370,118,0,215,405,86,22,136,89,38157,3113,2723,62,398,0,182,23,7828,12918,1460,2195,99,90,163,2259,2957,1878,2391,201,13,82191,895,600,59.86622074,40.13377926,14,22,57,68
SYR,Syria,35070,2012,338,1334,377,116,0,197,356,79,22,134,86,38753,3028,2425,61,364,0,167,23,7910,60179,1497,2240,94,88,877,2094,2963,1886,2402,188,13,130291,682,146,82.36714976,17.63285024,13,35,62,86
SYR,Syria,43552,2013,314,1383,391,111,0,181,316,71,21,132,85,39821,2900,2107,60,338,0,151,23,8002,49731,1553,2316,90,83,1568,1972,3001,1898,2423,176,12,121230,361,728,33.1496786,66.8503214,12,39,54,80
SYR,Syria,20741,2014,296,1394,395,106,0,170,294,71,19,132,84,40377,2760,1839,59,322,0,141,22,8054,75356,1594,2369,86,80,3312,1891,3006,1896,2424,167,12,148728,756,861,46.75324675,53.24675325,9,22,42,74
SYR,Syria,39360,2015,275,1370,385,100,0,158,281,65,17,131,83,40295,2573,1616,59,311,13,131,22,8046,60942,1610,2382,81,74,3924,1824,2966,1876,2399,185,12,134206,715,979,42.20779221,57.79220779,4,18,42,67
SYR,Syria,13091,2016,257,1408,394,97,0,151,278,57,15,135,82,41409,2463,1416,59,305,0,124,22,8168,54433,1661,2441,78,71,2810,1794,3014,1899,2430,153,12,127636,183,875,17.29678639,82.70321361,0,31,63,82
SYR,Syria,17839,2017,241,1479,410,97,0,144,310,53,13,140,82,43031,2385,1258,59,303,0,119,22,8363,31830,1727,2521,76,70,2026,1789,3098,1941,2486,149,12,106234,132,531,19.90950226,80.09049774,13,26,46,71
SYR,Syria,33739,2018,221,1539,423,93,0,140,287,51,13,146,81,44400,2321,1148,60,309,0,117,22,8571,10815,1788,2593,75,67,,1873,3175,1982,2542,148,12,85012,217,452,32.43647235,67.56352765,4,18,42,82
SYR,Syria,42194,2019,214,1592,434,92,0,137,300,50,14,153,80,45682,2284,1086,61,320,0,117,22,8784,6900,1844,2661,74,65,,1901,3249,2024,2596,147,12,82895,483,126,79.31034483,20.68965517,6,17,55,75
TWN,Taiwan,49071,2007,118,4967,1294,98,0,685,553,22,114,293,1073,31436,7692,461,210,4860,7,44,21,41376,0,9698,5233,113,91,,4501,7189,6893,10508,148,8,139706,308,435,41.45356662,58.54643338,13,16,54,67
TWN,Taiwan,45552,2008,112,5232,1348,108,0,638,467,21,160,284,1014,31649,8462,448,260,4742,15,61,21,42773,0,9209,5382,101,99,0,4318,7301,6795,10366,144,9,141539,203,231,46.77419355,53.22580645,0,19,41,73
TWN,Taiwan,6966,2009,106,5515,1389,107,0,592,503,20,175,275,948,31630,8859,365,298,4548,600,73,22,43589,0,8892,5497,92,98,,4133,7291,6597,10126,137,9,142486,575,853,40.26610644,59.73389356,5,40,49,70
TWN,Taiwan,46482,2010,102,5831,1451,108,0,550,395,17,156,277,900,32055,9358,340,332,4422,46,84,23,44851,0,8750,5703,85,98,,4023,7472,6524,10066,133,9,144161,612,293,67.62430939,32.37569061,12,38,65,85
TWN,Taiwan,43513,2011,103,6165,1551,112,0,551,335,20,225,296,909,33768,10126,454,370,4458,1,101,24,47452,0,9032,6097,81,102,,4094,7976,6737,10400,141,10,151691,883,545,61.83473389,38.16526611,5,39,48,71
TWN,Taiwan,48882,2012,98,6462,1603,111,0,531,348,27,200,310,876,34168,10430,437,394,4333,20,112,24,48236,0,9020,6274,79,101,,3953,8111,6584,10242,142,10,153236,216,135,61.53846154,38.46153846,0,28,48,87
TWN,Taiwan,11464,2013,97,6744,1638,107,0,500,333,24,176,327,844,34414,10631,370,417,4152,4,118,24,48769,0,8962,6408,74,97,0,3783,8162,6416,10059,136,10,153796,301,241,55.53505535,44.46494465,5,40,42,79
TWN,Taiwan,15614,2014,100,7122,1746,109,0,496,334,21,177,362,851,36171,11384,397,440,4184,0,130,25,50916,0,9350,6824,74,99,0,3798,8586,6557,10355,141,10,160759,768,593,56.42909625,43.57090375,15,33,52,66
TWN,Taiwan,26600,2015,100,7456,1779,106,0,484,309,27,167,389,828,36370,11717,437,451,4083,9,136,25,51068,0,9334,6938,70,97,,3694,8711,6420,10255,138,10,161608,947,634,59.89879823,40.10120177,9,19,49,65
TWN,Taiwan,31689,2016,101,7826,1882,114,0,494,296,27,209,422,846,38294,12544,411,458,4191,115,143,26,53194,0,9866,7425,72,104,0,3762,9178,6660,10680,143,10,169493,115,171,40.20979021,59.79020979,8,21,52,73
TWN,Taiwan,32361,1990,235,1627,545,266,0,1624,542,51,8,264,2262,31206,3810,520,175,1906,10,132,14,20634,0,4928,3334,597,252,0,7771,5150,5647,8445,430,8,102393,107,835,11.35881104,88.64118896,14,16,47,87
TWN,Taiwan,2139,1991,232,1730,572,257,0,1519,506,43,11,266,2204,30896,3825,496,177,1878,36,97,14,21590,7,5300,3390,581,244,7,7675,5195,5719,8580,420,8,103475,804,661,54.88054608,45.11945392,7,34,46,67
TWN,Taiwan,6209,1992,232,1850,606,256,0,1454,498,38,22,262,2207,31052,3950,525,174,1892,6,69,13,22778,17,5801,3507,555,244,16,7686,5354,5901,8863,427,8,106263,849,620,57.79441797,42.20558203,3,40,59,72
TWN,Taiwan,19735,1993,232,1961,633,240,0,1414,530,42,26,267,2161,30755,3992,544,176,1955,1,54,13,23890,0,6318,3582,525,229,,7690,5467,6069,9103,433,8,108310,115,163,41.36690647,58.63309353,6,39,51,68
TWN,Taiwan,41892,1994,232,2087,670,227,0,1364,642,42,39,258,2157,30830,4101,617,178,2092,6,45,13,25306,1,6910,3692,482,216,1,7669,5718,6342,9478,420,8,111843,783,629,55.45325779,44.54674221,6,31,43,86
TWN,Taiwan,30567,1995,238,2224,715,210,0,1320,902,41,63,234,2151,31014,4258,817,173,2244,3,39,14,26856,0,7601,3814,437,201,0,7536,6026,6581,9861,402,9,115984,435,489,47.07792208,52.92207792,13,28,60,66
TWN,Taiwan,33112,1996,213,2354,759,192,0,1271,955,40,92,216,2152,31118,4422,925,172,2459,28,32,14,28567,9,8182,3886,400,184,9,7327,6297,6847,10272,380,9,119783,327,284,53.5188216,46.4811784,0,40,53,80
TWN,Taiwan,10661,1997,204,2478,779,164,0,1166,952,40,81,205,2034,30022,4502,901,175,2622,54,28,13,29345,0,8403,3822,349,158,0,6813,6362,6879,10286,334,11,119182,238,724,24.74012474,75.25987526,4,20,49,85
TWN,Taiwan,18959,1998,198,2611,822,145,0,1115,930,31,98,202,1968,29872,4747,816,172,2840,20,26,13,30586,0,8855,3873,307,139,,6428,6601,7050,10551,306,11,121333,338,469,41.88351921,58.11648079,12,30,59,72
TWN,Taiwan,5796,1999,186,2759,856,121,0,1037,852,31,67,204,1917,29395,4774,838,157,3039,2352,24,14,31244,0,9272,3936,280,116,,5979,6680,7016,10572,269,9,123996,680,842,44.67805519,55.32194481,11,28,57,81
TWN,Taiwan,13684,2000,184,2937,914,109,0,1021,826,32,73,215,1885,29794,4933,836,146,3394,38,23,15,32540,0,9714,4178,266,104,,5800,6829,7136,10793,252,10,124997,860,270,76.10619469,23.89380531,14,39,61,75
TWN,Taiwan,35194,2001,175,3173,975,106,0,976,802,25,66,226,1758,30263,5224,721,136,3752,138,23,16,33092,2,9925,4381,238,102,2,5475,7006,7180,10899,227,8,127092,711,223,76.124197,23.875803,15,28,50,74
TWN,Taiwan,48566,2002,168,3491,1031,98,0,892,798,26,78,234,1634,30460,5589,640,130,4060,4,23,17,32096,0,10088,4580,211,93,,5207,7083,7124,10846,203,8,126912,242,970,19.9669967,80.0330033,9,27,61,82
TWN,Taiwan,40814,2003,154,3771,1076,94,0,836,734,21,73,243,1496,30497,5909,548,133,4267,3,24,17,34837,0,10186,4720,184,89,,5001,7054,7037,10709,189,7,129909,570,366,60.8974359,39.1025641,3,24,48,87
TWN,Taiwan,23038,2004,148,4099,1140,97,0,812,687,21,85,262,1362,31244,6389,539,140,4580,46,28,18,37096,0,10185,4919,167,92,0,5001,7191,7137,10845,178,7,134515,286,347,45.18167457,54.81832543,9,37,41,72
TWN,Taiwan,42083,2005,140,4407,1209,98,0,802,672,23,118,279,1276,31833,6874,506,158,4963,25,31,20,39212,0,10351,5119,154,92,,5014,7312,7227,10954,171,7,139047,555,796,41.08068098,58.91931902,10,38,47,73
TWN,Taiwan,45568,2006,127,4668,1235,97,0,747,633,23,110,289,1155,31158,7137,473,178,4987,9,36,20,40091,0,9903,5103,134,91,,4782,7153,7008,10646,159,7,138159,455,362,55.69155447,44.30844553,14,20,53,86
